#,NAME,,PSRJ,,RAJD,,DECJD,,P0,,,DIST,
191,J0426+4933,hrk+08,J0426+4933,hrk+08,66.528387,4.2e-06,49.560683,1.1e-05,0.922474730055,2.0e-12,bck+13,1.795,
192,J0435+2749,rtj+96,J0435+2749,rtj+96,68.965908,1.7e-05,27.81714,1.1e-04,0.3262794534509,1.4e-12,bfrs18,1.521,
193,J0437-4715,jlh+93,J0437-4715,jlh+93,69.316234057,2.5e-09,-47.2525307539,1.9e-09,0.005757451936712637,1.7e-17,rhc+16,0.157,
194,J0447+2447,crafts23,J0447+2447,crafts23,71.7826632,2.5e-07,24.7973039,1.4e-06,0.00299528235041382,9.0e-17,wyw+23,0.925,
195,J0447-04,kkl+15,J0447-04,kkl+15,71.8,2.5e-01,-4.6,3.0e-01,2.18819,2.0e-05,kkl+15,0.675,
196,J0448-2749,lml+98,J0448-2749,lml+98,72.17320,2.2e-05,-27.82965,3.0e-05,0.4504483308563,1.7e-12,hlk+04,1.809,
197,J0449-7031,mfl+06,J0449-7031,mfl+06,72.2736,2.1e-04,-70.52547,8.3e-05,0.479163971291,1.4e-11,mfl+06,49.700,
198,B0447-12,mlt+78,J0450-1248,mlt+78,72.536588,1.3e-05,-12.80197,2.5e-05,0.4380141493906,8.0e-13,hlk+04,1.774,
199,J0451-67,mfl+06,J0451-67,mfl+06,73.0,2.9e-01,-67.30,1.2e-01,0.24545429,7.0e-08,mfl+06,49.700,
200,B0450-18,vlw69,J0452-1759,vlw69,73.1421071,4.2e-07,-17.9898253,5.6e-07,0.548939223294,3.0e-12,hlk+04,0.400,
201,J0453+1559,dsm+13,J0453+1559,dsm+13,73.4392237,2.1e-07,15.9892517,1.6e-06,0.045781816872951,4.0e-15,msf+15,0.522,
202,J0454+4529,mhl+18,J0454+4529,mhl+18,73.74712,3.3e-05,45.49631,2.8e-05,1.3891369360,4.0e-10,tbc+20,0.765,
203,B0450+55,dth78,J0454+5543,dth78,73.5322942,4.2e-07,55.7281769,5.6e-07,0.340729436235,1.0e-11,hlk+04,1.180,
204,B0456-69,mmh+91,J0455-6951,mmh+91,73.9481,3.3e-04,-69.85953,1.7e-04,0.320422711526,1.2e-11,ckm+01,49.700,
205,J0456-69,rcl+13,J0456-69,rcl+13,74.12500,0,-69.16667,0,0.117073051,1.5e-08,rcl+13,49.700,
206,J0456-7031,mfl+06,J0456-7031,mfl+06,74.0104,1.3e-03,-70.5185,3.3e-04,0.80013207321,1.0e-10,mfl+06,49.700,
207,J0457+23,dsm+13,J0457+23,dsm+13,74.28,2.9e-02,23.57,2.8e-02,0.5049,0,dsm+13,1.517,
208,J0457-6337,mfl+06,J0457-6337,mfl+06,74.2825,3.3e-04,-63.6251,2.5e-04,2.49701169613,1.9e-10,mfl+06,1.333,
209,J0457-69,rcl+13,J0457-69,rcl+13,74.25833,0,-69.76667,0,0.23139039,8.0e-08,rcl+13,49.700,
210,J0458-0505,lbr+13,J0458-0505,lbr+13,74.65467,1.1e-04,-5.0847,1.1e-03,1.88347965849,1.8e-10,lbr+13,1.938,
211,J0458-67,rcl+13,J0458-67,rcl+13,74.74583,0,-67.71667,0,1.1339000,1.8e-06,rcl+13,49.700,
212,J0459-0210,mld+96,J0459-0210,mld+96,74.96642,2.8e-05,-2.16851,6.0e-05,1.133076123659,6.0e-12,hlk+04,0.160,
213,J0501+4516,gwk08,J0501+4516,gwk08,75.27817,4.2e-05,45.27609,3.1e-05,5.76209653,4.0e-08,gwk+10,2.000,
214,B0458+46,dth78,J0502+4654,dth78,75.519004,1.7e-05,46.90169,2.5e-05,0.638565481517,3.0e-12,hlk+04,1.319,
215,B0502-66,mmh+91,J0502-6617,mmh+91,75.7105,4.2e-04,-66.2997,2.5e-04,0.69125141818,4.0e-11,ckm+01,49.700,
216,J0506+50,qpl+19,J0506+50,qpl+19,76.55875,0,50.50833,0,0.00339,0,aab+22,1.383,
217,J0509+0856,mgf+19,J0509+0856,mgf+19,77.34264521,4.2e-08,8.9402847,2.2e-07,0.0040558382315644,5.0e-16,mgf+19,0.817,
218,J0509+37,tkt22,J0509+37,tkt22,77.2,1.0e+00,37.5,2.5e-01,2.4961,0,tkt22,0.930,
219,J0509+3801,slr+14,J0509+3801,slr+14,77.3824504,1.1e-06,38.021690,4.0e-06,0.07654134872199,1.2e-13,lsk+18,1.562,
220,J0511-6508,mfl+06,J0511-6508,mfl+06,77.98542,8.3e-05,-65.14347,8.3e-05,0.322061827468,8.0e-12,mfl+06,0.818,
221,J0514-4002A,fgri04,J0514-4002A,fgri04,78.5278863,8.3e-07,-40.0469147,5.3e-07,0.004990575114112,3.0e-15,rfgr19,11.950,
222,J0514-4002B,rfg+22,J0514-4002B,rfg+22,78.5280,3.3e-04,-40.04664,1.7e-04,0.0028163,0,rfg+22,11.950,
223,J0514-4002C,rfg+22,J0514-4002C,rfg+22,78.52788,1.7e-04,-40.04706,8.3e-05,0.0055648,0,rfg+22,11.950,
224,J0514-4002D,rfg+22,J0514-4002D,rfg+22,78.5280,2.1e-04,-40.04672,1.4e-04,0.0045544,0,rfg+22,11.950,
225,J0514-4002E,rfg+22,J0514-4002E,rfg+22,78.5278,2.5e-04,-40.04658,1.4e-04,0.0055959,0,rfg+22,11.950,
226,J0514-4002F,rfg+22,J0514-4002F,rfg+22,78.5279,4.2e-04,-40.0468,2.2e-04,0.0043294,0,rfg+22,11.950,
227,J0514-4002G,rfg+22,J0514-4002G,rfg+22,78.5276,2.1e-04,-40.04669,1.1e-04,0.0038028,0,rfg+22,11.950,
228,J0514-4002H,rfg+22,J0514-4002H,rfg+22,78.5275,4.2e-04,-40.0467,2.8e-04,0.0055061,0,rfg+22,11.950,
229,J0514-4002I,rfg+22,J0514-4002I,rfg+22,78.5281,2.9e-04,-40.04672,1.7e-04,0.0326542,0,rfg+22,11.950,
230,J0514-4002J,rfg+22,J0514-4002J,rfg+22,78.5279,8.3e-04,-40.0467,5.6e-04,0.0066329,0,rfg+22,11.950,
231,J0514-4002K,rfg+22,J0514-4002K,rfg+22,78.5283,8.3e-04,-40.0467,5.6e-04,0.0046920,0,rfg+22,11.950,
232,J0514-4002L,rfg+22,J0514-4002L,rfg+22,78.5283,4.2e-04,-40.0467,2.2e-04,0.0029588,0,rfg+22,11.950,
233,J0514-4002M,rfg+22,J0514-4002M,rfg+22,78.528,1.0e-02,-40.047,7.8e-03,0.0047978,0,rfg+22,11.950,
234,J0514-4002N,rfg+22,J0514-4002N,rfg+22,78.5279,4.2e-04,-40.0464,2.8e-04,0.0055679,0,rfg+22,11.950,
235,J0514-4408,bcm+16,J0514-4408,bcm+16,78.717458,1.3e-05,-44.143717,5.6e-06,0.3202708224090,7.0e-13,brs+19,0.966,
236,J0517+2212,cha03,J0517+2212,cha03,79.321446,8.3e-06,22.21442,5.6e-05,0.2223665151982,7.0e-13,bfrs18,0.159,
237,J0518+2431,crafts23,J0518+2431,crafts23,79.55834,3.8e-05,24.5219,2.8e-04,2.636939736628,7.0e-12,wyw+23,1.598,
238,J0518+5125,scb+19,J0518+5125,scb+19,79.60894,3.3e-05,51.43297,5.6e-05,0.912511685262,8.0e-12,mbc+20,1.337,
239,J0518+5416,slr+14,J0518+5416,slr+14,79.72167,7.4e-05,54.28056,8.0e-05,0.340202651600,6.0e-12,lsk+18,1.434,
240,J0519+44,hrk+08,J0519+44,hrk+08,79.75000,0,44.00000,0,0.515,0,hrk+08,1.421,
241,J0519-6932,mfl+06,J0519-6932,mfl+06,79.94549,5.0e-05,-69.539856,1.9e-05,0.263211634568,3.0e-12,mfl+06,49.700,
242,J0520-2553,lml+98,J0520-2553,lml+98,80.150772,1.4e-05,-25.88675,3.0e-05,0.2416421756731,7.0e-13,hlk+04,2.379,
243,J0521-68,rcl+13,J0521-68,rcl+13,80.43333,0,-68.58333,0,0.4334207,3.0e-07,rcl+13,49.700,
244,J0522-6847,mfl+06,J0522-6847,mfl+06,80.5961,3.3e-04,-68.78394,8.3e-05,0.67453190906,3.0e-11,mfl+06,49.700,
245,J0523-7125,wmk+22,J0523-7125,wmk+22,80.95275,1.2e-04,-71.43127,4.2e-05,0.3225,0,wmk+22,49.700,
246,B0523+11,mlt+78,J0525+1115,mlt+78,81.485201,4.6e-06,11.255300,1.9e-05,0.35443759451370,1.3e-13,hlk+04,1.841,
247,J0525-6607,mgi+79,J0525-6607,mgi+79,81.5038,4.2e-04,-66.07675,1.7e-04,8.0470,2.0e-04,kkm+03,*,
248,B0525+21,sr68,J0528+2200,sr68,82.21777,3.8e-05,22.0011,5.6e-04,3.74553925030,3.0e-11,ywml10,1.215,
249,J0529-0715,clh+20,J0529-0715,clh+20,82.287388,8.3e-06,-7.25734,2.8e-05,0.689223601359,9.0e-12,clh+20,7.001,
250,B0529-66,mhah83,J0529-6652,mhah83,82.46208,1.2e-04,-66.87775,8.3e-05,0.975736826742,2.0e-11,lbs+20,49.700,
251,J0530-39,mss+20,J0530-39,mss+20,82.50000,0,-39.00000,0,0.907,0,mss+20,25.000,
252,J0532-6639,mfl+06,J0532-6639,mfl+06,83.2480,2.5e-04,-66.66036,1.4e-04,0.64274275093,3.0e-11,mfl+06,49.700,
253,J0532-69,rcl+13,J0532-69,rcl+13,83.01667,0,-69.76667,0,1.1491957,1.4e-06,rcl+13,49.700,
254,J0533+0402,snt97,J0533+0402,snt97,83.35762,2.1e-05,4.03325,5.6e-05,0.963017825057,1.9e-11,lbs+20,2.172,
255,J0533+6759,san16,J0533+6759,san16,83.4797504,1.3e-06,67.9881914,8.3e-07,0.0043881599698794,4.0e-16,saa+23,2.392,
256,J0533-4524,ovm+20,J0533-4524,ovm+20,83.30788,1.7e-04,-45.41394,5.6e-05,0.157284525096,2.0e-12,ovm+20,1.239,
257,B0531+21,sr68,J0534+2200,sr68,83.63322,2.1e-05,22.014461,1.7e-05,0.0333924123,1.2e-09,ljg+15,2.000,
258,J0534+34,ttm18,J0534+34,ttm18,83.62,8.3e-02,34.1,2.5e-01,*,0,*,0.403,
259,J0534-13,mss+20,J0534-13,mss+20,83.50000,0,-13.00000,0,0.979,0,mss+20,6.226,
260,J0534-6703,mfl+06,J0534-6703,mfl+06,83.6507,4.2e-04,-67.0636,2.2e-04,1.81756503106,1.7e-10,mfl+06,49.700,
261,J0535-66,rcl+13,J0535-66,rcl+13,83.91667,0,-66.86667,0,0.21052436,3.0e-08,rcl+13,49.700,
262,J0535-6935,ckm+01,J0535-6935,ckm+01,83.8,5.0e-01,-69.58,1.2e-01,0.20051133,2.0e-08,mfl+06,49.700,
263,B0538-75,mlt+78,J0536-7543,mlt+78,84.12842,4.2e-05,-75.73189,2.8e-05,1.245856132914,8.0e-12,jbv+19,0.143,
264,J0537-69,rcl+13,J0537-69,rcl+13,84.42917,0,-69.35000,0,0.11261321,2.0e-08,rcl+13,49.700,
265,J0537-6910,mgz+98,J0537-6910,mgz+98,84.4476,4.6e-04,-69.17219,1.7e-04,0.0161222220245,4.0e-13,mgm+04,49.700,
266,J0538+2817,fcwa95,J0538+2817,fcwa95,84.6044050,4.2e-07,28.2858781,5.6e-07,0.14315825891177,1.1e-13,klh+03,1.300,
267,J0540+3207,cfl+06,J0540+3207,cfl+06,85.154650,4.2e-06,32.12703,2.8e-05,0.5242708632083,5.0e-13,nab+13,1.421,
268,J0540+4542,crafts23,J0540+4542,crafts23,85.03325,4.2e-05,45.71461,1.1e-04,0.401141464893,4.0e-12,wyw+23,1.512,
269,B0540-69,shh84,J0540-6919,shh84,85.04667,3.8e-05,-69.331714,1.4e-05,0.0505697030222,1.8e-12,fak15,49.700,
270,J0540-7125,lml+98,J0540-7125,lml+98,85.1283,1.3e-03,-71.42539,1.4e-04,1.286014595,3.0e-09,dsb+98,0.547,
271,J0542-68,rcl+13,J0542-68,rcl+13,85.64583,0,-68.26667,0,0.4251890,8.0e-07,rcl+13,49.700,
272,B0540+23,dls72,J0543+2329,dls72,85.79025,4.6e-05,23.4847,1.4e-03,0.2459747688901,1.9e-12,hlk+04,1.565,
273,J0543-6851,mfl+06,J0543-6851,mfl+06,85.9696,4.6e-04,-68.8570,2.5e-04,0.70895418575,6.0e-11,mfl+06,49.700,
274,J0544+20,dsm+16,J0544+20,dsm+16,86.05,1.3e-01,20.83,1.3e-01,*,0,*,1.283,
275,J0545-03,kkl+15,J0545-03,kkl+15,86.2,5.0e-01,-3.2,6.0e-01,1.07393,2.0e-05,kkl+15,2.062,
276,J0546+2441,clm+05,J0546+2441,clm+05,86.61983,1.2e-04,24.6892,1.7e-03,2.84385038524,6.0e-11,clm+05,1.517,
277,J0550+09,dsm+16,J0550+09,dsm+16,87.62,1.3e-01,9.85,1.3e-01,1.745,0,dsm+16,1.804,
278,J0553+4111,crafts23,J0553+4111,crafts23,88.349175,3.3e-06,41.194156,1.4e-05,0.5594934351697,4.0e-13,wyw+23,1.144,
279,J0554+3107,pga+13,J0554+3107,pga+13,88.52088,1.2e-04,31.1281,1.1e-03,0.464960965736,1.6e-11,pga+13,2.000,
280,J0555+3948,bck+13,J0555+3948,bck+13,88.8,1.2e+00,39.80,8.3e-02,1.1469058,2.0e-07,bck+13,1.065,
281,J0555-7056,mfl+06,J0555-7056,mfl+06,88.7577,5.0e-04,-70.94600,1.7e-04,0.82783808575,7.0e-11,mfl+06,49.700,
282,J0556-67,hcb+22,J0556-67,hcb+22,89.10417,0,-67.48333,0,0.7905492,7.0e-07,hcb+22,47.489,
283,J0557+1550,skl+15,J0557+1550,skl+15,89.3810383,3.8e-07,15.835013,2.2e-06,0.0025563670767829,6.0e-16,skl+15,1.834,
284,J0557-2948,kmk+18,J0557-2948,kmk+18,89.387498,2.9e-06,-29.8046678,1.9e-06,0.0436426389000,3.0e-13,kmk+18,4.268,
285,B0559-57,mlt+78,J0600-5756,mlt+78,90.1937,1.3e-03,-57.9483,8.3e-04,2.261364513,3.0e-09,nmc81,0.553,
286,B0559-05,mlt+78,J0601-0527,mlt+78,90.4957300,8.3e-07,-5.4641308,1.1e-06,0.3959691695432,5.0e-13,hlk+04,2.060,
287,J0605+3757,san16,J0605+3757,san16,91.2730996,4.2e-07,37.959989,2.8e-06,0.00272795420005466,8.0e-17,saa+23,0.215,
288,J0608+00,dsm+13,J0608+00,dsm+13,92.20,1.2e-01,0.65,1.3e-01,1.0762,0,dsm+13,1.311,
289,J0608+1635,ttk+17,J0608+1635,ttk+17,92.21526,2.1e-05,16.58594,1.1e-04,0.945844752002,3.0e-12,psf+22,1.650,
290,J0609+2130,lxf+05,J0609+2130,lxf+05,92.4953587,8.3e-07,21.50079,2.5e-05,0.05569801392951,2.0e-14,lxf+05,0.574,
291,J0610-2100,bjd+06,J0610-2100,bjd+06,92.55665306,2.9e-08,-21.00774976,3.1e-08,0.00386132476693726,9.0e-17,vbc+22,1.389,
292,J0611+04,dsm+16,J0611+04,dsm+16,92.82,1.2e-01,4.10,1.3e-01,1.67443,0,dsm+16,1.662,
293,J0611+1436,lsb+17,J0611+1436,lsb+17,92.82770,5.4e-05,14.6144,1.1e-03,0.27032946262,3.0e-11,lsb+17,0.807,
294,J0611+30,cnst96,J0611+30,cnst96,92.82,9.6e-02,30.27,8.3e-02,1.412090,3.0e-06,cnst96,1.080,
295,B0609+37,stwd85,J0612+3721,stwd85,93.202861,6.2e-06,37.36038,3.0e-05,0.29798232657188,1.8e-13,hlk+04,0.535,
296,J0612+37216,slr+14,J0612+37216,slr+14,93.18376,1.2e-04,37.3612,6.0e-04,0.443871367665,2.0e-11,lsk+18,1.083,
297,J0613+3731,cvh+14,J0613+3731,cvh+14,93.30063,4.6e-05,37.5273,2.5e-04,0.61919818110,7.0e-11,cvh+14,0.186,
298,J0613-0200,lnl+95,J0613-0200,lnl+95,93.433232924,9.1e-09,-2.013121504,2.0e-08,0.003061844088621657,1.0e-17,rsc+21,0.780,
299,B0611+22,dls72,J0614+2229,dls72,93.5708575,4.2e-07,22.4991244,2.8e-07,0.33495996611,1.6e-10,hlk+04,3.500,
300,J0614+83,slr+14,J0614+83,slr+14,94,2.5e+00,83.2,3.0e-01,1.03920,6.0e-05,slr+14,3.699,
301,J0614-3329,rrc+11,J0614-3329,rrc+11,93.54311763,8.3e-08,-33.49836978,5.6e-08,0.00314866958536681,4.0e-17,cpb+23,0.630,
302,J0621+0336,bkl+13,J0621+0336,bkl+13,95.29675,2.1e-05,3.61264,2.8e-05,0.2699540683678,9.0e-13,bkl+13,1.701,
303,J0621+1002,cnst96,J0621+1002,cnst96,95.34214317,1.3e-07,10.0440931,4.2e-07,0.0288538611940574,1.6e-15,dcl+16,1.351,
304,J0621+2514,san16,J0621+2514,san16,95.2952258,4.2e-07,25.234397,8.3e-06,0.0027217879391872,4.0e-16,san16,1.100,
305,J0621-55,kbj+18,J0621-55,kbj+18,95.18,1.2e-01,-56.08,1.2e-01,*,0,*,0.380,
306,J0622+3749,pga+12,J0622+3749,pga+12,95.54379,8.3e-05,37.8204,2.5e-04,0.333208231801,6.0e-12,pga+12,*,
307,J0623+0340,bkl+13,J0623+0340,bkl+13,95.94483,4.2e-05,3.66856,1.1e-04,0.613759600022,7.0e-12,bkl+13,1.375,
308,B0621-04,mlt+78,J0624-0424,mlt+78,96.083451,1.1e-05,-4.41401,3.0e-05,1.0390764758510,1.5e-12,hlk+04,1.938,
309,J0625+10,cnst96,J0625+10,cnst96,96.44,6.7e-02,10.27,8.3e-02,0.498397,3.0e-06,cnst96,1.637,
310,J0627+0649,bkl+13,J0627+0649,bkl+13,96.973452,3.3e-06,6.831703,1.4e-05,0.346522567131,1.3e-11,bkl+13,1.794,
311,J0627+0706,cha03,J0627+0706,cha03,96.934050,1.7e-05,7.10917,5.6e-05,0.475884937713,3.0e-12,lbs+20,2.289,
312,J0627+16,dcm+09,J0627+16,dcm+09,96.80,2.9e-02,16.20,3.3e-02,2.180,0,dcm+09,1.932,
313,J0628+0909,cfl+06,J0628+0909,cfl+06,97.15076,2.1e-05,9.15386,8.3e-05,1.241421391299,3.0e-12,nab+13,1.771,
314,B0626+24,dth78,J0629+2415,dth78,97.2738637,4.2e-07,24.2615406,2.8e-07,0.476622836038,4.0e-12,hlk+04,2.900,
315,J0630+19,dsm+16,J0630+19,dsm+16,97.52,1.3e-01,19.62,1.3e-01,1.24855,0,dsm+16,0.982,
316,J0630-0046,bkl+13,J0630-0046,bkl+13,97.61232,5.0e-05,-0.76829,4.7e-05,0.680574832268,7.0e-12,bkl+13,2.109,
317,B0628-28,vl69,J0630-2834,vl69,97.70585164,1.8e-07,-28.57854967,1.0e-07,1.24441859615,8.0e-11,hlk+04,0.320,
318,J0631+0646,cwp+17,J0631+0646,cwp+17,97.96825,8.3e-05,6.77061,1.9e-04,0.1109789432160,8.0e-13,cwp+17,4.583,
319,J0631+1036,zcwl96,J0631+1036,zcwl96,97.864683,1.7e-05,10.61736,8.3e-05,0.28781555572,5.0e-11,saa+23,2.104,
320,J0633+0632,aaa+09c,J0633+0632,aaa+09c,98.43421,8.3e-05,6.5430,4.4e-04,0.29739519058,7.0e-11,rkp+11,1.355,
321,J0633+1746,hh92,J0633+1746,hh92,98.475637,1.2e-05,17.770252,1.1e-05,0.237099441692,3.0e-12,jh05,0.190,
322,J0633-2015,bjd+06,J0633-2015,bjd+06,98.28692,1.7e-04,-20.25197,1.7e-04,3.2532108384,5.0e-10,bjd+06,3.676,
323,J0635+0533,cmn+00,J0635+0533,cmn+00,98.825,8.3e-03,5.553,8.3e-03,0.033856495,1.2e-08,cmn+00,*,
324,J0636+5128,slr+14,J0636+5128,slr+14,99.02019777,2.0e-08,51.48332374,3.0e-08,0.00286895284644652,9.0e-17,flm+23,0.714,
325,J0636-23,mss+20,J0636-23,mss+20,99.00000,0,-23.00000,0,0.476,0,mss+20,2.815,
326,J0636-3044,mbc+19,J0636-3044,mbc+19,99.28750,0,-30.84500,0,0.00394576,0,mbc+19,0.679,
327,J0636-4549,bjd+06,J0636-4549,bjd+06,99.14060,6.7e-05,-45.82573,4.4e-05,1.98459736713,4.0e-11,bjd+06,0.383,
328,J0637+0332g,zhx+23,J0637+0332g,zhx+23,99.42083,0,3.53333,0,*,0,*,2.542,
329,J0641+07,ttm+18,J0641+07,ttm+18,100.3,5.0e-01,7.7,4.2e-01,*,0,*,1.257,
330,J0645+5158,slr+14,J0645+5158,slr+14,101.496176292,1.7e-08,51.970809202,1.8e-08,0.008853496686414667,1.1e-17,aab+21a,1.220,
331,J0645+80,slr+14,J0645+80,slr+14,101.5,1.8e+00,80.2,3.0e-01,0.65787,3.0e-05,slr+14,5.145,
332,J0646+0905,bkl+13,J0646+0905,bkl+13,101.62927,2.1e-05,9.09711,8.3e-05,0.90391335651,8.0e-11,lbs+20,2.504,
333,J0646-54,ckr+15,J0646-54,ckr+15,101.59333,0,-54.88250,0,0.00251,0,aab+22,0.367,
334,J0647+0913,bkl+13,J0647+0913,bkl+13,101.81533,1.2e-04,9.23319,1.7e-04,1.23485362778,3.0e-11,bkl+13,2.665,
335,J0648-27,mss+20,J0648-27,mss+20,102.00000,0,-27.00000,0,4.169,0,mss+20,9.987,
336,J0652-0142,bkl+13,J0652-0142,bkl+13,103.04627,5.0e-05,-1.70842,1.1e-04,0.924053918109,1.4e-11,bkl+13,2.318,
337,J0653+4706,bph+17a,J0653+4706,bph+17a,103.274221,1.3e-05,47.107478,1.1e-05,0.0047581298242818,1.6e-15,saa+23,0.913,
338,B0643+80,dbtb82,J0653+8051,dbtb82,103.31287,1.2e-04,80.86673,3.1e-05,1.2144405115160,2.0e-12,hlk+04,2.348,
339,J0653-06,dcm+23,J0653-06,dcm+23,103.2,2.5e-01,-6.3,6.0e-01,0.79,0,dcm+23,2.140,
340,J0656-2228,bjd+06,J0656-2228,bjd+06,104.12586,3.8e-05,-22.47376,4.2e-05,1.22475441462,3.0e-11,bjd+06,1.623,
341,J0656-5449,jbo+09,J0656-5449,jbo+09,104.20413,2.9e-05,-54.820811,1.1e-05,0.183156898795,2.0e-12,jbo+09,0.372,
342,J0658+0022,bkl+13,J0658+0022,bkl+13,104.56337,2.1e-05,0.37647,8.3e-05,0.563294925255,3.0e-12,bkl+13,2.301,
343,J0658+2936,dcm+23,J0658+2936,dcm+23,104.4359,3.3e-04,29.6081,1.9e-03,0.8237009813,5.0e-10,dcm+23,0.815,
344,B0656+14,mlt+78,J0659+1414,mlt+78,104.950817,1.3e-05,14.23872,8.3e-05,0.384928623365,3.0e-12,jbv+19,0.286,
345,J0659-36,mss+20,J0659-36,mss+20,104.75000,0,-36.00000,0,0.637,0,mss+20,3.916,
346,B0655+64,dth78,J0700+6418,dth78,105.157508,1.7e-05,64.303111,1.1e-05,0.19567094516627,1.6e-13,hlk+04,0.413,
347,J0702-4956,bcm+16,J0702-4956,bcm+16,105.6637,8.3e-04,-49.94283,1.7e-04,0.6659935900,5.0e-10,bcm+16,0.538,
348,J0709+0458,mgf+19,J0709+0458,mgf+19,107.28485579,8.3e-08,4.98097058,1.7e-07,0.0344289781774586,1.2e-15,mgf+19,1.203,
349,J0709-5923,jbo+09,J0709-5923,jbo+09,107.38555,3.3e-05,-59.398778,1.1e-05,0.485268383925,5.0e-12,jbo+09,0.371,
350,J0711+0931,lzb+00,J0711+0931,lzb+00,107.90075,8.3e-05,9.5236,2.8e-04,1.214090492480,1.0e-11,lzb+00,1.168,
351,J0711-6830,bjb+97,J0711-6830,bjb+97,107.97575018,3.0e-08,-68.513156817,1.1e-08,0.005490968507655535,1.9e-17,rsc+21,0.106,
352,J0719-2545,bjd+06,J0719-2545,bjd+06,109.78075,2.1e-05,-25.75006,2.5e-05,0.974724730631,9.0e-12,bjd+06,9.810,
353,J0720-3125,hmb+97,J0720-3125,hmb+97,110.104008,3.8e-06,-31.430579,3.1e-06,8.39111553,3.0e-08,kv05,0.400,
354,J0721-2038,bkl+13,J0721-2038,bkl+13,110.428770,4.6e-06,-20.635295,4.7e-06,0.01554239497400,8.0e-14,bkl+13,2.680,
355,J0723-2050,bbc+22,J0723-2050,bbc+22,110.770,7.5e-03,-20.8311,1.9e-03,0.71154,0,bbc+22,3.265,
356,J0725-1635,mld+96,J0725-1635,mld+96,111.25168,2.5e-05,-16.59606,4.0e-05,0.4243114031834,1.1e-12,hlk+04,2.777,
357,J0726-2612,bjd+06,J0726-2612,bjd+06,111.53383,1.7e-04,-26.2106,2.2e-04,3.4423084877,4.0e-10,bjd+06,2.900,
358,J0729-1448,mhl+02,J0729-1448,mhl+02,112.31854,8.3e-05,-14.8102,2.2e-04,0.25170865575972,2.0e-13,saa+23,2.681,
359,B0727-18,mlt+78,J0729-1836,mlt+78,112.3847371,4.2e-07,-18.6117344,5.6e-07,0.51016034483,3.0e-11,hlk+04,2.000,
360,J0732+2314,mgf+19,J0732+2314,mgf+19,113.156315,3.3e-06,23.248392,1.9e-05,0.004090,0,mgf+19,1.151,
361,J0733-2345,lfl+06,J0733-2345,lfl+06,113.35250,1.7e-04,-23.7656,3.1e-04,1.79624970117,1.0e-10,lfl+06,4.122,
362,J0734-1559,sbd+11,J0734-1559,sbd+11,113.690396,1.3e-05,-15.988400,1.1e-05,0.156250,0,sbd+11,*,
363,J0736-6304,bb10,J0736-6304,bb10,114.0834,1.1e-03,-63.0711,5.6e-04,4.8628739612,7.0e-10,jcs+17,0.103,
364,J0737-2202,mhl+02,J0737-2202,mhl+02,114.43363,2.5e-05,-22.03481,3.9e-05,0.320366370454,5.0e-12,mhl+02,3.059,
365,J0737-3039A,bdp+03,J0737-3039A,bdp+03,114.46353508,1.1e-07,-30.66130953,2.8e-08,0.0226993785996239,1.1e-15,ksm+06,1.100,
366,J0737-3039B,lbk+04,J0737-3039B,lbk+04,114.46353508,1.1e-07,-30.66130953,2.8e-08,2.77346077007,8.0e-11,ksm+06,1.100,
367,J0738+6904,slr+14,J0738+6904,slr+14,114.59419,1.4e-04,69.07223,8.8e-05,6.8276928022,5.0e-10,lsk+18,1.124,
368,B0736-40,lvw68,J0738-4042,lvw68,114.634654,4.2e-06,-40.711164,2.8e-06,0.3749199900,8.0e-10,ljk+23,1.600,
369,J0740+6620,slr+14,J0740+6620,slr+14,115.19080319,2.1e-08,66.342644349,2.0e-08,0.002885736411412693,5.0e-18,cfr+20,1.150,
370,J0741+17,dcm+23,J0741+17,dcm+23,115.3,2.5e-01,17.1,3.8e-01,1.73,0,dcm+23,1.207,
371,J0742+4110,spp+23,J0742+4110,spp+23,115.5508075,9.0e-07,41.1707989,9.9e-07,0.0031391369352910,3.0e-16,spp+23,0.523,
372,J0742+4334,scb+19,J0742+4334,scb+19,115.67554,4.2e-05,43.56728,8.3e-05,0.606190680037,6.0e-12,mbc+20,1.610,
373,B0740-28,fss73,J0742-2822,fss73,115.704408,8.3e-06,-28.378822,1.1e-05,0.166762291572,2.0e-11,hlk+04,2.000,
374,J0744-2525,nie+20,J0744-2525,nie+20,116.00000,0,-25.41667,0,0.091996,0,nie+20,*,
375,B0743-53,mlt+78,J0745-5353,mlt+78,116.26867,1.7e-04,-53.885989,8.3e-06,0.214838505782,5.0e-12,psj+19,0.565,
376,J0746-4529,bjd+06,J0746-4529,bjd+06,116.74799,6.7e-05,-45.49074,4.7e-05,2.79102517845,5.0e-11,bjd+06,0.810,
377,J0747+6646,slr+14,J0747+6646,slr+14,116.91536,4.7e-05,66.78243,4.9e-05,0.407700524409,5.0e-12,lsk+18,1.864,
378,J0749-4247,mld+96,J0749-4247,mld+96,117.456979,1.7e-05,-42.795039,1.1e-05,1.095452157610,1.4e-11,dsb+98,0.560,
379,J0750+57,slr+14,J0750+57,slr+14,117.5,5.0e-01,57.0,3.0e-01,1.17487,7.0e-05,slr+14,1.604,
380,J0750-6846,kbj+18,J0750-6846,kbj+18,117.64938,8.3e-05,-68.77606,2.8e-05,0.91521580361,7.0e-11,sfj+20,0.338,
